timestamp,Frustration,Engagement,Meditation,Short_term_engagement,Long_term_engagement
06-04-2019 20:29:30:831,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:841,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:851,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:861,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:871,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:882,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:892,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:901,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:913,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:929,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:943,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:954,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:964,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:975,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:987,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:998,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:9,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:20,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:29,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:40,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:51,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:61,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:73,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:84,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:102,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:148,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:157,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:168,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:178,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:188,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:200,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:215,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:232,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:241,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:251,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:261,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:275,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:286,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:297,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:308,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:317,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:327,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:339,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:349,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:360,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:372,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:381,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:390,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:402,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:413,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:423,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:434,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:447,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:458,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:468,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:31:483,0.5,0.5,0.5,0.5,0.5 
06-04-2019 20:29:31:980,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:31:993,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:3,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:13,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:23,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:32,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:42,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:51,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:61,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:72,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:83,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:94,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:106,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:116,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:128,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:137,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:147,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:158,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:169,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:180,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:192,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:203,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:222,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:236,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:248,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:262,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:279,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:292,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:303,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:315,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:325,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:335,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:345,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:354,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:365,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:375,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:397,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:407,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:418,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:428,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:447,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:465,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:475,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:486,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:497,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:510,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:522,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:536,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:548,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:557,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:567,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:580,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:590,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:600,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:614,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:624,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:633,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:644,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:654,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:664,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:675,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:685,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:694,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:705,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:715,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:731,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:741,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:754,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:779,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:789,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:807,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:818,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:828,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:838,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:849,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:859,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:869,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:879,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:890,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:901,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:912,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:924,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:935,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:946,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:957,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:970,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:980,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:32:990,0.99,0.5,0.5,0.5,0.5 
06-04-2019 20:29:33:1,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:532,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:543,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:554,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:565,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:578,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:587,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:597,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:609,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:620,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:631,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:646,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:658,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:673,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:686,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:700,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:713,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:725,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:736,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:749,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:760,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:769,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:781,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:791,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:804,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:817,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:828,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:840,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:850,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:861,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:871,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:883,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:893,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:903,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:914,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:924,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:936,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:948,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:958,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:968,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:979,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:33:990,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:1,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:11,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:22,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:32,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:41,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:54,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:65,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:77,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:88,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:101,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:113,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:123,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:133,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:145,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:157,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:167,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:177,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:187,0.99,0.32,0.73,0.5,0.5 
06-04-2019 20:29:34:197,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:207,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:217,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:228,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:240,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:253,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:263,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:273,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:284,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:294,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:304,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:319,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:329,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:339,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:351,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:361,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:372,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:383,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:394,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:406,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:418,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:429,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:441,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:454,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:465,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:483,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:493,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:504,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:514,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:524,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:533,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:544,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:553,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:565,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:576,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:587,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:597,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:607,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:617,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:626,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:637,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:648,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:658,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:668,0.99,0.32,0.73,0.79,0.5 
06-04-2019 20:29:34:678,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:688,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:700,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:710,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:721,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:733,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:744,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:753,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:763,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:778,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:791,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:802,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:814,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:825,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:837,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:847,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:858,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:873,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:885,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:901,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:920,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:930,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:939,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:950,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:960,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:970,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:987,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:34:999,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:35:9,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:35:19,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:35:30,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:35:41,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:35:51,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:35:60,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:35:71,0.99,0.32,0.73,0.88,0.5 
06-04-2019 20:29:35:510,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:521,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:533,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:545,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:555,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:566,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:580,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:591,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:604,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:616,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:628,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:640,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:651,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:662,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:672,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:683,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:693,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:704,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:714,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:726,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:748,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:757,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:768,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:778,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:788,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:799,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:809,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:821,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:831,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:843,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:857,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:872,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:883,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:897,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:911,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:921,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:931,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:943,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:953,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:971,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:983,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:35:993,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:5,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:16,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:26,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:35,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:46,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:56,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:66,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:75,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:85,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:96,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:106,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:117,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:129,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:139,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:149,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:164,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:175,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:185,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:197,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:215,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:225,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:238,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:248,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:257,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:268,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:279,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:289,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:299,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:313,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:324,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:335,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:346,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:357,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:371,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:383,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:393,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:404,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:416,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:428,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:438,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:449,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:461,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:474,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:484,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:495,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:506,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:516,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:530,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:541,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:551,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:562,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:573,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:583,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:592,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:602,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:613,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:626,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:635,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:646,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:655,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:666,0.99,0.32,0.73,0.88,0.64 
06-04-2019 20:29:36:676,0.99,0.32,0.73,0.88,0.64 
