"time"," agreement"," concentrating"," disagreement"," interested"," thinking"," unsure"
"20-04-2019 00:51:42:516","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:42:552","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:42:589","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:42:623","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:42:657","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:42:694","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:42:728","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:42:762","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:42:798","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:42:835","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:42:872","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:42:911","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:42:948","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:42:985","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:23","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:60","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:96","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:130","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:165","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:199","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:234","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:270","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:303","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:337","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:373","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:410","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:444","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:479","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:513","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:548","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:584","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:619","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:654","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:688","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:721","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:755","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:790","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:825","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:861","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:896","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:929","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:43:968","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:6","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:49","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:83","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:117","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:152","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:189","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:223","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:260","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:294","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:331","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:365","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:399","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:433","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:467","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:500","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:533","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:568","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:604","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:637","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:672","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:708","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:744","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:781","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:814","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:850","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:884","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:922","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:955","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:44:993","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:28","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:63","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:97","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:132","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:169","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:202","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:268","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:302","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:335","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:368","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:401","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:435","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:468","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:503","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:538","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:575","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:610","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:644","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:677","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:711","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:746","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:784","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:817","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:850","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:886","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:923","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:960","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:45:995","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:33","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:70","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:105","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:138","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:172","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:210","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:248","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:284","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:318","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:352","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:389","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:427","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:464","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:497","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:535","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:570","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:604","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:638","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:671","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:708","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:744","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:780","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:817","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:851","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:895","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:934","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:46:970","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:14","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:47","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:83","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:121","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:155","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:193","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:228","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:263","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:303","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:340","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:384","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:421","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:455","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:489","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:532","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:567","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:605","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:641","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:678","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:712","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:747","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:786","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:824","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:858","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:896","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:931","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:47:969","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:4","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:38","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:75","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:113","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:149","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:190","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:226","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:261","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:299","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:335","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:372","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:406","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:444","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:479","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:520","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:554","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:588","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:626","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:660","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:694","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:729","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:764","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:799","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:832","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:865","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:902","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:940","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:48:976","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:13","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:51","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:88","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:122","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:160","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:194","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:229","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:265","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:299","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:333","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:370","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:404","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:443","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:477","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:513","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:546","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:581","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:614","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:648","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:682","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:720","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:753","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:788","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:824","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:859","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:894","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:929","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:49:966","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:0","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:36","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:73","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:107","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:141","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:178","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:215","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:252","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:286","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:322","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:360","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:394","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:431","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:469","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:504","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:542","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:580","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:616","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:651","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:689","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:723","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:760","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:798","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:837","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:872","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:908","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:942","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:50:975","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:10","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:48","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:86","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:127","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:163","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:199","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:233","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:267","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:303","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:339","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:374","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:410","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:454","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:488","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:527","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:560","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:594","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:631","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:665","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:700","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:736","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:771","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:808","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:844","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:879","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:912","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:949","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:51:983","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:18","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:56","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:90","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:125","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:160","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:194","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:229","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:266","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:300","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:335","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:371","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:406","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:441","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:476","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:510","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:544","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:579","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:617","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:650","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:685","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:719","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:755","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:791","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:828","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:864","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:898","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:932","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:52:970","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:8","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:45","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:79","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:113","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:148","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:186","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:219","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:256","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:294","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:331","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:365","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:401","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:437","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:472","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:507","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:544","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:577","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:613","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:653","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:691","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:727","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:764","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:807","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:843","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:878","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:912","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:946","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:53:981","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:54:14","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:54:49","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:54:84","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:54:118","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:54:151","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:54:188","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:54:222","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:54:259","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:54:295","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:54:332","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:54:367","0.3","0.3","0.2","0.2","0.9","0.9 "
