TS,HR Raw,Smile,Raise Brow,Clench,Normalized HR,Pleasure,Arousal,Label
2019.04.01.22.36.36,178,0.290973605,0.332097361,0.332767195,0.761538462,0.564815478,0.753141899,0
2019.04.01.22.36.37,158,0.290973605,0.332097361,0.332767195,0.761538462,0.564815478,0.753141899,0
2019.04.01.22.36.37,158,0.290973605,0.593105567,0.553296608,0.815384615,0.686275404,0.870574442,0
2019.04.01.22.36.38,165,0.290973605,0.593105567,0.553296608,0.815384615,0.686275404,0.870574442,0
2019.04.01.22.36.38,165,0.290973605,0.551095873,0.272341023,0.707692308,0.621944797,0.740462156,0
2019.04.01.22.36.39,151,0.290973605,0.551095873,0.272341023,0.707692308,0.621944797,0.740462156,0
2019.04.01.22.36.39,151,0.290973605,0.877180258,0.574379295,0.830769231,0.577508006,0.873008473,0
2019.04.01.22.36.40,167,0.290973605,0.877180258,0.574379295,0.830769231,0.577508006,0.873008473,0
2019.04.01.22.36.40,167,0.290973605,0.671887785,0.999330112,0.692307692,0.835361612,0.887684288,0
2019.04.01.22.36.41,149,0.290973605,0.671887785,0.999330112,0.692307692,0.835361612,0.887684288,0
2019.04.01.22.36.41,149,0.290973605,0.71405525,0.186071311,0.776923077,0.328107237,0.705639948,1
2019.04.01.22.36.42,160,0.290973605,0.71405525,0.186071311,0.776923077,0.328107237,0.705639948,1
2019.04.01.22.36.42,160,0.290973605,0.75601618,0.042623599,0.923076923,0.925525087,0.963173057,0
2019.04.01.22.36.43,179,0.290973605,0.75601618,0.042623599,0.923076923,0.925525087,0.963173057,0
2019.04.01.22.36.43,179,0.290973605,0.604870053,0.442775433,0.715384615,0.818073081,0.826365099,0
2019.04.01.22.36.44,152,0.290973605,0.604870053,0.442775433,0.715384615,0.818073081,0.826365099,0
2019.04.01.22.36.45,152,0.290973605,0.998949999,0.510993546,0.692307692,0.767808834,0.83244707,0
2019.04.01.22.36.45,149,0.290973605,0.998949999,0.510993546,0.692307692,0.767808834,0.83244707,0
2019.04.01.22.36.46,149,0.290973605,0.343736759,0.491822834,0.661538462,0.476157376,0.678670583,1
2019.04.01.22.36.46,145,0.290973605,0.343736759,0.491822834,0.661538462,0.476157376,0.678670583,1
2019.04.01.22.36.47,145,0.290973605,0.741216413,0.153161699,0.653846154,0.251459853,0.596409886,2
2019.04.01.22.36.47,144,0.290973605,0.741216413,0.153161699,0.653846154,0.251459853,0.596409886,2
2019.04.01.22.36.48,144,0.290973605,0.503534976,0.631346367,0.692307692,0.424692088,0.713641198,1
2019.04.01.22.36.48,149,0.290973605,0.503534976,0.631346367,0.692307692,0.424692088,0.713641198,1
2019.04.01.22.36.49,149,0.290973605,0.068430194,0.874390317,0.876923077,0.871902265,0.967761188,0
2019.04.01.22.36.49,173,0.290973605,0.068430194,0.874390317,0.876923077,0.871902265,0.967761188,0
2019.04.01.22.36.50,173,0.290973605,0.786735045,0.170408863,0.984615385,0.60907198,0.933106233,0
2019.04.01.22.36.50,187,0.290973605,0.786735045,0.170408863,0.984615385,0.60907198,0.933106233,0
2019.04.01.22.36.51,187,0.290973605,0.165642706,0.571460749,0.730769231,0.669073165,0.778705727,0
2019.04.01.22.36.51,154,0.290973605,0.165642706,0.571460749,0.730769231,0.669073165,0.778705727,0
2019.04.01.22.36.52,154,0.290973605,0.624503495,0.355057517,0.838461538,0.544093816,0.824110962,0
2019.04.01.22.36.52,168,0.290973605,0.624503495,0.355057517,0.838461538,0.544093816,0.824110962,0
2019.04.01.22.36.53,168,0.290973605,0.00572083,0.174425571,0.907692308,0.657854377,0.838448371,0
2019.04.01.22.36.53,177,0.290973605,0.00572083,0.174425571,0.907692308,0.657854377,0.838448371,0
2019.04.01.22.36.54,177,0.290973605,0.519947349,0.123247923,0.930769231,0.297315694,0.781942366,1
2019.04.01.22.36.54,180,0.290973605,0.519947349,0.123247923,0.930769231,0.297315694,0.781942366,1
2019.04.01.22.36.55,180,0.290973605,0.275389783,0.350288357,0.769230769,0.405229545,0.710952617,1
2019.04.01.22.36.55,159,0.290973605,0.275389783,0.350288357,0.769230769,0.405229545,0.710952617,1
2019.04.01.22.36.56,159,0.290973605,0.634224123,0.668087735,0.961538462,0.417135862,0.911817128,1
2019.04.01.22.36.56,184,0.290973605,0.634224123,0.668087735,0.961538462,0.417135862,0.911817128,1
2019.04.01.22.36.57,184,0.290973605,0.805918028,0.841378777,0.707692308,0.949649464,0.921391085,0
2019.04.01.22.36.57,151,0.290973605,0.805918028,0.841378777,0.707692308,0.949649464,0.921391085,0
2019.04.01.22.36.58,151,0.290973605,0.285941636,0.170970728,0.676923077,0.758031509,0.726776554,0
2019.04.01.22.36.58,147,0.290973605,0.285941636,0.170970728,0.676923077,0.758031509,0.726776554,0
2019.04.01.22.36.59,147,0.290973605,0.73682446,0.784886935,0.707692308,0.582810729,0.804785039,0
2019.04.01.22.36.59,151,0.290973605,0.73682446,0.784886935,0.707692308,0.582810729,0.804785039,0
2019.04.01.22.37.00,151,0.290973605,0.28730417,0.415619683,0.707692308,0.488784447,0.7009722,1
2019.04.01.22.37.00,151,0.290973605,0.28730417,0.415619683,0.707692308,0.488784447,0.7009722,1
2019.04.01.22.37.01,151,0.290973605,0.889923917,0.723598064,0.692307692,0.550845424,0.78848621,0
2019.04.01.22.37.01,149,0.290973605,0.889923917,0.723598064,0.692307692,0.550845424,0.78848621,0
2019.04.01.22.37.02,149,0.290973605,0.130808122,0.276178093,0.715384615,0.629919038,0.718515557,0
2019.04.01.22.37.02,152,0.290973605,0.130808122,0.276178093,0.715384615,0.629919038,0.718515557,0
2019.04.01.22.37.03,152,0.290973605,0.093294137,0.252278764,0.738461538,0.761438698,0.766499982,0
2019.04.01.22.37.03,155,0.290973605,0.093294137,0.252278764,0.738461538,0.761438698,0.766499982,0
2019.04.01.22.37.04,155,0.290973605,0.544505924,0.705547932,0.730769231,0.665056119,0.820901673,0
2019.04.01.22.37.04,154,0.290973605,0.544505924,0.705547932,0.730769231,0.665056119,0.820901673,0
2019.04.01.22.37.05,154,0.290973605,0.581949329,0.693643472,0.953846154,0.418346033,0.906202504,1
2019.04.01.22.37.05,183,0.290973605,0.581949329,0.693643472,0.953846154,0.418346033,0.906202504,1
2019.04.01.22.37.06,183,0.290973605,0.619744427,0.379843018,0.876923077,0.896069663,0.953993576,0
2019.04.01.22.37.06,173,0.290973605,0.619744427,0.379843018,0.876923077,0.896069663,0.953993576,0
2019.04.01.22.37.07,173,0.290973605,0.223028811,0.354053532,0.907692308,0.576446834,0.852523038,0
2019.04.01.22.37.07,177,0.290973605,0.223028811,0.354053532,0.907692308,0.576446834,0.852523038,0
2019.04.01.22.37.08,177,0.290973605,0.570474842,0.09966754,0.984615385,0.935437223,1.00231627,0
2019.04.01.22.37.08,187,0.290973605,0.570474842,0.09966754,0.984615385,0.935437223,1.00231627,0
2019.04.01.22.37.09,187,0.290973605,0.673101023,0.017170777,0.792307692,0.35119063,0.699459891,1
2019.04.01.22.37.09,162,0.290973605,0.673101023,0.017170777,0.792307692,0.35119063,0.699459891,1
2019.04.01.22.37.10,162,0.290973605,0.479563706,0.558763322,0.646153846,0.77605246,0.771525965,0
2019.04.01.22.37.10,143,0.290973605,0.479563706,0.558763322,0.646153846,0.77605246,0.771525965,0
2019.04.01.22.37.11,143,0.290973605,0.176436017,0.078083925,0.823076923,0.681638615,0.787112807,0
2019.04.01.22.37.11,166,0.290973605,0.176436017,0.078083925,0.823076923,0.681638615,0.787112807,0
2019.04.01.22.37.12,166,0.290973605,0.805942845,0.14212209,0.653846154,0.558641431,0.687458844,0
2019.04.01.22.37.12,144,0.290973605,0.805942845,0.14212209,0.653846154,0.558641431,0.687458844,0
2019.04.01.22.37.13,144,0.290973605,0.436007446,0.278871441,1,0.689908906,0.954980323,0
2019.04.01.22.37.13,189,0.290973605,0.436007446,0.278871441,1,0.689908906,0.954980323,0
2019.04.01.22.37.14,189,0.290973605,0.434989223,0.505853707,0.984615385,0.324540801,0.867419497,1
2019.04.01.22.37.14,187,0.290973605,0.434989223,0.505853707,0.984615385,0.324540801,0.867419497,1
2019.04.01.22.37.15,187,0.290973605,0.078580502,0.392508954,0.792307692,0.829004541,0.839089179,0
2019.04.01.22.37.15,162,0.290973605,0.078580502,0.392508954,0.792307692,0.829004541,0.839089179,0
2019.04.01.22.37.16,162,0.290973605,0.248798093,0.780088704,0.892307692,0.801478722,0.959732028,0
2019.04.01.22.37.16,175,0.290973605,0.248798093,0.780088704,0.892307692,0.801478722,0.959732028,0
2019.04.01.22.37.17,175,0.290973605,0.430925017,0.707616787,0.930769231,0.993112359,1.045341752,0
2019.04.01.22.37.17,180,0.290973605,0.430925017,0.707616787,0.930769231,0.993112359,1.045341752,0
2019.04.01.22.37.18,180,0.290973605,0.599028885,0.851297868,0.830769231,0.451630093,0.850801226,1
2019.04.01.22.37.18,167,0.290973605,0.599028885,0.851297868,0.830769231,0.451630093,0.850801226,1
2019.04.01.22.37.19,167,0.290973605,0.319816496,0.69359578,0.692307692,0.310909281,0.675567933,1
2019.04.01.22.37.19,149,0.290973605,0.319816496,0.69359578,0.692307692,0.310909281,0.675567933,1
2019.04.01.22.37.20,149,0.290973605,0.219200434,0.269102375,0.984615385,0.766146404,0.949430665,0
2019.04.01.22.37.20,187,0.290973605,0.219200434,0.269102375,0.984615385,0.766146404,0.949430665,0
2019.04.01.22.37.21,187,0.290973605,0.46734129,0.474147791,0.830769231,0.308881005,0.754812721,1
2019.04.01.22.37.21,167,0.290973605,0.46734129,0.474147791,0.830769231,0.308881005,0.754812721,1
2019.04.01.22.37.22,167,0.290973605,0.62256611,0.164633862,0.853846154,0.842669497,0.896816383,0
2019.04.01.22.37.22,170,0.290973605,0.62256611,0.164633862,0.853846154,0.842669497,0.896816383,0
2019.04.01.22.37.23,170,0.290973605,0.29338677,0.190539247,0.892307692,0.611777843,0.837128534,0
2019.04.01.22.37.23,175,0.290973605,0.29338677,0.190539247,0.892307692,0.611777843,0.837128534,0
2019.04.01.22.37.24,175,0.290973605,0.204426542,0.960460622,0.730769231,0.419989808,0.757545026,1
2019.04.01.22.37.24,154,0.290973605,0.204426542,0.960460622,0.730769231,0.419989808,0.757545026,1
2019.04.01.22.37.25,154,0.290973605,0.462489694,0.886287174,0.953846154,0.740874946,1.01321324,0
2019.04.01.22.37.25,183,0.290973605,0.462489694,0.886287174,0.953846154,0.740874946,1.01321324,0
2019.04.01.22.37.26,183,0.290973605,0.987833784,0.723525497,0.769230769,0.954319072,0.964045848,0
2019.04.01.22.37.26,159,0.290973605,0.987833784,0.723525497,0.769230769,0.954319072,0.964045848,0
2019.04.01.22.37.27,159,0.290973605,0.767524128,0.354398764,0.838461538,0.483174251,0.81684114,1
2019.04.01.22.37.27,168,0.290973605,0.767524128,0.354398764,0.838461538,0.483174251,0.81684114,1
2019.04.01.22.37.28,168,0.290973605,0.378501219,0.629359311,0.861538462,0.322714565,0.792585242,1
2019.04.01.22.37.28,171,0.290973605,0.378501219,0.629359311,0.861538462,0.322714565,0.792585242,1
2019.04.01.22.37.29,171,0.290973605,0.489370874,0.677330312,0.9,0.479323934,0.877723439,1
2019.04.01.22.37.29,176,0.290973605,0.489370874,0.677330312,0.9,0.479323934,0.877723439,1
2019.04.01.22.37.30,176,0.290973605,0.166610037,0.713464941,0.776923077,0.766322933,0.855781858,0
2019.04.01.22.37.30,160,0.290973605,0.166610037,0.713464941,0.776923077,0.766322933,0.855781858,0
2019.04.01.22.37.31,160,0.290973605,0.674168432,0.383533222,0.692307692,0.613178164,0.74959087,0
2019.04.01.22.37.31,149,0.290973605,0.674168432,0.383533222,0.692307692,0.613178164,0.74959087,0
2019.04.01.22.37.32,149,0.290973605,0.463931065,0.003748347,0.669230769,0.80029406,0.725929854,0
2019.04.01.22.37.32,146,0.290973605,0.463931065,0.003748347,0.669230769,0.80029406,0.725929854,0
2019.04.01.22.37.33,146,0.290973605,0.907343373,0.582118751,1.007692308,1.04087473,1.131075683,0
2019.04.01.22.37.33,190,0.290973605,0.907343373,0.582118751,1.007692308,1.04087473,1.131075683,0
2019.04.01.22.37.34,190,0.290973605,0.931802882,0.343784286,0.7,0.368745928,0.698658563,1
2019.04.01.22.37.34,150,0.290973605,0.931802882,0.343784286,0.7,0.368745928,0.698658563,1
2019.04.01.22.37.35,150,0.290973605,0.922587437,0.529103773,0.8,0.520235604,0.833071876,0
2019.04.01.22.37.35,163,0.290973605,0.922587437,0.529103773,0.8,0.520235604,0.833071876,0
2019.04.01.22.37.36,163,0.290973605,0.895357278,0.325679553,0.653846154,0.581103675,0.722552494,0
2019.04.01.22.37.36,144,0.290973605,0.895357278,0.325679553,0.653846154,0.581103675,0.722552494,0
2019.04.01.22.37.37,144,0.290973605,0.704598658,0.118647978,0.869230769,0.583123347,0.833595148,0
2019.04.01.22.37.37,172,0.290973605,0.704598658,0.118647978,0.869230769,0.583123347,0.833595148,0
2019.04.01.22.37.38,172,0.290973605,0.226543198,0.716506004,0.784615385,0.871172433,0.89571874,0
2019.04.01.22.37.38,161,0.290973605,0.226543198,0.716506004,0.784615385,0.871172433,0.89571874,0
2019.04.01.22.37.39,161,0.290973605,0.345204609,0.444957351,0.7,0.560526921,0.723838556,0
2019.04.01.22.37.39,150,0.290973605,0.345204609,0.444957351,0.7,0.560526921,0.723838556,0
2019.04.01.22.37.40,150,0.290973605,0.292654568,0.535708921,0.730769231,0.546392275,0.748385027,0
2019.04.01.22.37.40,154,0.290973605,0.292654568,0.535708921,0.730769231,0.546392275,0.748385027,0
2019.04.01.22.37.41,154,0.290973605,0.435312504,0.147822004,0.838461538,0.371269766,0.736054707,1
2019.04.01.22.37.41,168,0.290973605,0.435312504,0.147822004,0.838461538,0.371269766,0.736054707,1
2019.04.01.22.37.42,168,0.290973605,0.447190059,0.767141037,0.838461538,0.83335042,0.944129173,0
2019.04.01.22.37.42,168,0.290973605,0.447190059,0.767141037,0.838461538,0.83335042,0.944129173,0
2019.04.01.22.37.43,168,0.290973605,0.424922744,0.732380644,0.846153846,0.815771412,0.938624843,0
2019.04.01.22.37.43,169,0.290973605,0.424922744,0.732380644,0.846153846,0.815771412,0.938624843,0
2019.04.01.22.37.44,169,0.290973605,0.044714039,0.520966047,0.815384615,0.289453365,0.714100039,1
2019.04.01.22.37.44,165,0.290973605,0.044714039,0.520966047,0.815384615,0.289453365,0.714100039,1
2019.04.01.22.37.45,165,0.290973605,0.67377953,0.126579136,1.007692308,0.622882426,0.939650653,0
2019.04.01.22.37.45,190,0.290973605,0.67377953,0.126579136,1.007692308,0.622882426,0.939650653,0
2019.04.01.22.37.46,190,0.290973605,0.536440453,0.887279317,0.8,0.530876048,0.85202282,0
2019.04.01.22.37.46,163,0.290973605,0.536440453,0.887279317,0.8,0.530876048,0.85202282,0
2019.04.01.22.37.47,163,0.290973605,0.57766122,0.866829466,0.638461538,0.573065123,0.752614909,0
2019.04.01.22.37.47,142,0.290973605,0.57766122,0.866829466,0.638461538,0.573065123,0.752614909,0
2019.04.01.22.37.48,142,0.290973605,0.574602866,0.197532824,1,0.32690936,0.851289008,1
2019.04.01.22.37.48,189,0.290973605,0.574602866,0.197532824,1,0.32690936,0.851289008,1
2019.04.01.22.37.49,189,0.290973605,0.728422781,0.18872313,0.738461538,0.429807316,0.709397021,1
2019.04.01.22.37.49,155,0.290973605,0.728422781,0.18872313,0.738461538,0.429807316,0.709397021,1
2019.04.01.22.37.50,155,0.290973605,0.693350363,0.400163863,0.838461538,0.522077228,0.82821534,0
2019.04.01.22.37.50,168,0.290973605,0.693350363,0.400163863,0.838461538,0.522077228,0.82821534,0
2019.04.01.22.37.51,168,0.290973605,0.061520579,0.438073035,0.853846154,0.708422929,0.851588868,0
2019.04.01.22.37.51,170,0.290973605,0.061520579,0.438073035,0.853846154,0.708422929,0.851588868,0
2019.04.01.22.37.52,170,0.290973605,0.29464333,0.775853061,0.761538462,0.803317028,0.872413195,0
2019.04.01.22.37.52,158,0.290973605,0.29464333,0.775853061,0.761538462,0.803317028,0.872413195,0
2019.04.01.22.37.53,158,0.290973605,0.801026626,0.766266816,0.961538462,0.507978031,0.961608244,0
2019.04.01.22.37.53,184,0.290973605,0.801026626,0.766266816,0.961538462,0.507978031,0.961608244,0
2019.04.01.22.37.54,184,0.290973605,0.89922531,0.049680567,1.007692308,0.877633893,1.019202374,0
2019.04.01.22.37.54,190,0.290973605,0.89922531,0.049680567,1.007692308,0.877633893,1.019202374,0
2019.04.01.22.37.55,190,0.290973605,0.916532687,0.005069207,0.838461538,0.547708586,0.8035044,0
2019.04.01.22.37.55,168,0.290973605,0.916532687,0.005069207,0.838461538,0.547708586,0.8035044,0
2019.04.01.22.37.56,168,0.290973605,0.221362373,0.514008612,0.815384615,0.82887033,0.879992079,0
2019.04.01.22.37.56,165,0.290973605,0.221362373,0.514008612,0.815384615,0.82887033,0.879992079,0
2019.04.01.22.37.57,165,0.290973605,0.513293583,0.253664404,0.730769231,0.324705413,0.66655759,1
2019.04.01.22.37.57,154,0.290973605,0.513293583,0.253664404,0.730769231,0.324705413,0.66655759,1
2019.04.01.22.37.58,154,0.290973605,0.390252548,0.836704938,0.823076923,0.42101407,0.820039527,1
2019.04.01.22.37.58,166,0.290973605,0.390252548,0.836704938,0.823076923,0.42101407,0.820039527,1
2019.04.01.22.37.59,166,0.290973605,0.02898433,0.749605206,0.753846154,0.577479763,0.780395709,0
2019.04.01.22.37.59,157,0.290973605,0.02898433,0.749605206,0.753846154,0.577479763,0.780395709,0
2019.04.01.22.38.00,157,0.290973605,0.142616245,0.629368753,0.892307692,0.716147369,0.909465516,0
2019.04.01.22.38.00,175,0.290973605,0.142616245,0.629368753,0.892307692,0.716147369,0.909465516,0
2019.04.01.22.38.01,175,0.290973605,0.916627828,0.922186507,0.969230769,0.622689267,1.026902887,0
2019.04.01.22.38.01,185,0.290973605,0.916627828,0.922186507,0.969230769,0.622689267,1.026902887,0
2019.04.01.22.38.02,185,0.290973605,0.732499844,0.419223434,0.753846154,0.374011531,0.73239525,1
2019.04.01.22.38.02,157,0.290973605,0.732499844,0.419223434,0.753846154,0.374011531,0.73239525,1
2019.04.01.22.38.03,157,0.290973605,0.572897758,0.613950025,0.984615385,0.968014743,1.074245786,0
2019.04.01.22.38.03,187,0.290973605,0.572897758,0.613950025,0.984615385,0.968014743,1.074245786,0
2019.04.01.22.38.04,187,0.290973605,0.747363493,0.517178885,1,0.560780523,0.969263549,0
2019.04.01.22.38.04,189,0.290973605,0.747363493,0.517178885,1,0.560780523,0.969263549,0
2019.04.01.22.38.05,189,0.290973605,0.216833269,0.672483428,0.961538462,0.432440842,0.88691011,1
2019.04.01.22.38.05,184,0.290973605,0.216833269,0.672483428,0.961538462,0.432440842,0.88691011,1
2019.04.01.22.38.06,184,0.290973605,0.218305676,0.610387331,0.715384615,0.309257476,0.673730344,1
2019.04.01.22.38.06,152,0.290973605,0.218305676,0.610387331,0.715384615,0.309257476,0.673730344,1
2019.04.01.22.38.07,152,0.290973605,0.242781169,0.498001399,0.976923077,0.27962989,0.834575497,1
2019.04.01.22.38.07,186,0.290973605,0.242781169,0.498001399,0.976923077,0.27962989,0.834575497,1
2019.04.01.22.38.08,186,0.290973605,0.143301209,0.34771267,0.661538462,0.405335031,0.626619711,1
2019.04.01.22.38.08,145,0.290973605,0.143301209,0.34771267,0.661538462,0.405335031,0.626619711,1
2019.04.01.22.38.09,145,0.290973605,0.330434056,0.654901806,0.976923077,0.784006222,1.003996133,0
2019.04.01.22.38.09,186,0.290973605,0.330434056,0.654901806,0.976923077,0.784006222,1.003996133,0
2019.04.01.22.38.10,186,0.290973605,0.24520649,0.479598809,0.961538462,0.403980399,0.85738351,1
2019.04.01.22.38.10,184,0.290973605,0.24520649,0.479598809,0.961538462,0.403980399,0.85738351,1
2019.04.01.22.38.11,184,0.290973605,0.035941073,0.258892695,0.861538462,0.578988785,0.796352634,0
2019.04.01.22.38.11,171,0.290973605,0.035941073,0.258892695,0.861538462,0.578988785,0.796352634,0
2019.04.01.22.38.12,171,0.290973605,0.066380046,0.909459306,0.646153846,0.7225183,0.769301884,0
2019.04.01.22.38.12,143,0.290973605,0.066380046,0.909459306,0.646153846,0.7225183,0.769301884,0
2019.04.01.22.38.13,143,0.290973605,0.782305726,0.95615879,0.892307692,0.556563819,0.949243969,0
2019.04.01.22.38.13,175,0.290973605,0.782305726,0.95615879,0.892307692,0.556563819,0.949243969,0
2019.04.01.22.38.14,175,0.290973605,0.681783537,0.857407883,0.646153846,0.542783419,0.755585923,0
2019.04.01.22.38.14,143,0.290973605,0.681783537,0.857407883,0.646153846,0.542783419,0.755585923,0
2019.04.01.22.38.15,143,0.290973605,0.904126576,0.485054301,0.892307692,0.764749613,0.960221568,0
2019.04.01.22.38.15,175,0.290973605,0.904126576,0.485054301,0.892307692,0.764749613,0.960221568,0
2019.04.01.22.38.16,175,0.290973605,0.95792918,0.505418926,0.653846154,0.784663505,0.807007362,0
2019.04.01.22.38.16,144,0.290973605,0.95792918,0.505418926,0.653846154,0.784663505,0.807007362,0
2019.04.01.22.38.17,144,0.290973605,0.411761965,0.630116716,0.753846154,0.613631868,0.803556825,0
2019.04.01.22.38.18,157,0.290973605,0.411761965,0.630116716,0.753846154,0.613631868,0.803556825,0
2019.04.01.22.38.18,157,0.290973605,0.972953345,0.462868476,0.884615385,0.949236432,1.009824622,0
2019.04.01.22.38.19,174,0.290973605,0.972953345,0.462868476,0.884615385,0.949236432,1.009824622,0
2019.04.01.22.38.19,174,0.290973605,0.994662616,0.69844567,0.876923077,0.614681205,0.939064208,0
2019.04.01.22.38.20,173,0.290973605,0.994662616,0.69844567,0.876923077,0.614681205,0.939064208,0
2019.04.01.22.38.20,173,0.290973605,0.547849543,0.922321667,0.653846154,0.618864441,0.780968702,0
2019.04.01.22.38.21,144,0.290973605,0.547849543,0.922321667,0.653846154,0.618864441,0.780968702,0
2019.04.01.22.38.21,144,0.290973605,0.157972454,0.995858031,0.723076923,0.354383827,0.734450898,1
2019.04.01.22.38.22,153,0.290973605,0.157972454,0.995858031,0.723076923,0.354383827,0.734450898,1
2019.04.01.22.38.22,153,0.290973605,0.030853753,0.204601532,0.853846154,0.619389619,0.79561018,0
2019.04.01.22.38.23,170,0.290973605,0.030853753,0.204601532,0.853846154,0.619389619,0.79561018,0
2019.04.01.22.38.23,170,0.290973605,0.638396951,0.560484571,1,0.997521045,1.091521779,0
2019.04.01.22.38.24,189,0.290973605,0.638396951,0.560484571,1,0.997521045,1.091521779,0
2019.04.01.22.38.24,189,0.290973605,0.367088207,0.844867166,0.7,0.293298899,0.697611285,1
2019.04.01.22.38.25,150,0.290973605,0.367088207,0.844867166,0.7,0.293298899,0.697611285,1
2019.04.01.22.38.25,150,0.290973605,0.528148185,0.101951945,0.815384615,0.313014756,0.704482592,1
2019.04.01.22.38.26,165,0.290973605,0.528148185,0.101951945,0.815384615,0.313014756,0.704482592,1
2019.04.01.22.38.26,165,0.290973605,0.035339387,0.022522293,0.915384615,0.254142591,0.71210203,1
2019.04.01.22.38.27,178,0.290973605,0.035339387,0.022522293,0.915384615,0.254142591,0.71210203,1
2019.04.01.22.38.27,178,0.290973605,0.025501842,0.352326496,0.692307692,0.413847554,0.642516551,1
2019.04.01.22.38.28,149,0.290973605,0.025501842,0.352326496,0.692307692,0.413847554,0.642516551,1
2019.04.01.22.38.28,149,0.290973605,0.573458682,0.530422673,0.738461538,0.30439845,0.703989139,1
2019.04.01.22.38.29,155,0.290973605,0.573458682,0.530422673,0.738461538,0.30439845,0.703989139,1
2019.04.01.22.38.29,155,0.290973605,0.342916036,0.502473876,1,0.663795481,0.968021682,0
2019.04.01.22.38.30,189,0.290973605,0.342916036,0.502473876,1,0.663795481,0.968021682,0
2019.04.01.22.38.30,189,0.290973605,0.934795686,0.317518086,0.969230769,0.633408476,0.9578392,0
2019.04.01.22.38.31,185,0.290973605,0.934795686,0.317518086,0.969230769,0.633408476,0.9578392,0
2019.04.01.22.38.31,185,0.290973605,0.871440883,0.917088692,0.892307692,0.836610802,1.030879963,0
2019.04.01.22.38.32,175,0.290973605,0.871440883,0.917088692,0.892307692,0.836610802,1.030879963,0
2019.04.01.22.38.32,175,0.290973605,0.344213994,0.43254534,0.976923077,0.902229998,1.011758208,0
2019.04.01.22.38.33,186,0.290973605,0.344213994,0.43254534,0.976923077,0.902229998,1.011758208,0
2019.04.01.22.38.33,186,0.290973605,0.256789812,0.006266958,0.738461538,0.368969163,0.63617123,1
2019.04.01.22.38.34,155,0.290973605,0.256789812,0.006266958,0.738461538,0.368969163,0.63617123,1
2019.04.01.22.38.34,155,0.290973605,0.690842625,0.886495301,0.815384615,0.591031438,0.89080294,0
2019.04.01.22.38.35,165,0.290973605,0.690842625,0.886495301,0.815384615,0.591031438,0.89080294,0
2019.04.01.22.38.35,165,0.290973605,0.224572364,0.101081431,0.692307692,0.344438447,0.606396372,1
2019.04.01.22.38.36,149,0.290973605,0.224572364,0.101081431,0.692307692,0.344438447,0.606396372,1
2019.04.01.22.38.36,149,0.290973605,0.014479761,0.204790741,0.669230769,0.700747424,0.689796584,0
2019.04.01.22.38.37,146,0.290973605,0.014479761,0.204790741,0.669230769,0.700747424,0.689796584,0
2019.04.01.22.38.37,146,0.290973605,0.36762192,0.210268548,0.707692308,0.695189717,0.740746622,0
2019.04.01.22.38.38,151,0.290973605,0.36762192,0.210268548,0.707692308,0.695189717,0.740746622,0
2019.04.01.22.38.38,151,0.290973605,0.945181515,0.9202737,0.730769231,0.334131302,0.781045254,1
2019.04.01.22.38.39,154,0.290973605,0.945181515,0.9202737,0.730769231,0.334131302,0.781045254,1
2019.04.01.22.38.39,154,0.290973605,0.072733813,0.662746905,0.684615385,0.336039468,0.656023618,1
2019.04.01.22.38.40,148,0.290973605,0.072733813,0.662746905,0.684615385,0.336039468,0.656023618,1
2019.04.01.22.38.40,148,0.290973605,0.465597747,0.926205621,0.853846154,0.857731372,0.98238432,0
2019.04.01.22.38.41,170,0.290973605,0.465597747,0.926205621,0.853846154,0.857731372,0.98238432,0
2019.04.01.22.38.41,170,0.290973605,0.167998134,0.66309981,0.969230769,0.686999094,0.960343046,0
2019.04.01.22.38.42,185,0.290973605,0.167998134,0.66309981,0.969230769,0.686999094,0.960343046,0
2019.04.01.22.38.42,185,0.290973605,0.919287218,0.720031767,0.853846154,0.81839807,0.978517228,0
2019.04.01.22.38.43,170,0.290973605,0.919287218,0.720031767,0.853846154,0.81839807,0.978517228,0
2019.04.01.22.38.43,170,0.290973605,0.438654039,0.384900258,0.930769231,0.948765885,0.994036397,0
2019.04.01.22.38.44,180,0.290973605,0.438654039,0.384900258,0.930769231,0.948765885,0.994036397,0
2019.04.01.22.38.44,180,0.290973605,0.37051827,0.866889756,0.646153846,0.613406128,0.754681977,0
2019.04.01.22.38.45,143,0.290973605,0.37051827,0.866889756,0.646153846,0.613406128,0.754681977,0
2019.04.01.22.38.45,143,0.290973605,0.834458903,0.510857088,0.815384615,0.671891068,0.878550785,0
2019.04.01.22.38.46,165,0.290973605,0.834458903,0.510857088,0.815384615,0.671891068,0.878550785,0
2019.04.01.22.38.46,165,0.290973605,0.195783625,0.336008867,0.953846154,0.685435565,0.911503475,0
2019.04.01.22.38.47,183,0.290973605,0.195783625,0.336008867,0.953846154,0.685435565,0.911503475,0
2019.04.01.22.38.47,183,0.290973605,0.318782405,0.019097837,0.784615385,0.694704012,0.767202429,0
2019.04.01.22.38.48,161,0.290973605,0.318782405,0.019097837,0.784615385,0.694704012,0.767202429,0
2019.04.01.22.38.48,161,0.290973605,0.979984243,0.060550737,1,0.860618746,1.016099677,0
2019.04.01.22.38.49,189,0.290973605,0.979984243,0.060550737,1,0.860618746,1.016099677,0
