"time"," agreement"," concentrating"," disagreement"," interested"," thinking"," unsure"
"19-04-2019 22:14:17:797","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:17:833","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:17:871","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:17:909","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:17:947","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:17:982","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:17","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:54","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:91","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:129","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:165","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:202","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:239","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:276","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:312","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:347","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:382","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:417","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:453","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:488","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:523","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:556","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:595","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:632","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:669","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:707","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:742","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:780","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:816","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:854","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:887","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:926","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:18:963","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:1","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:40","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:74","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:111","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:149","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:184","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:222","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:260","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:299","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:335","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:369","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:407","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:443","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:479","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:516","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:554","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:593","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:627","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:661","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:696","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:731","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:769","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:804","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:839","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:875","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:911","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:945","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:19:978","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:13","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:54","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:96","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:129","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:168","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:204","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:249","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:282","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:316","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:353","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:387","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:420","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:457","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:495","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:533","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:567","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:600","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:636","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:669","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:703","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:739","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:776","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:813","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:850","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:888","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:925","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:959","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:20:994","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:30","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:67","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:103","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:142","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:175","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:214","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:251","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:289","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:322","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:360","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:394","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:432","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:475","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:508","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:543","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:581","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:617","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:655","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:689","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:726","0.9","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:763","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:801","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:836","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:870","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:905","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:943","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:21:980","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:14","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:51","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:89","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:123","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:157","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:191","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:229","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:265","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:302","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:340","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:377","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:415","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:448","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:483","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:521","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:557","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:591","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:629","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:667","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:701","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:734","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:771","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:806","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:843","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:876","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:914","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:949","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:22:986","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:20","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:57","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:94","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:129","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:165","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:200","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:235","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:269","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:307","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:341","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:378","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:414","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:447","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:481","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:521","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:558","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:591","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:628","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:663","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:700","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:739","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:774","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:807","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:844","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:881","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:919","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:955","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:23:989","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:25","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:61","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:96","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:133","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:168","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:203","0.4","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:239","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:277","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:313","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:349","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:382","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:417","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:453","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:491","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:528","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:564","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:599","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:632","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:670","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:707","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:744","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:784","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:821","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:857","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:891","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:924","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:959","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:24:992","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:27","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:62","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:100","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:136","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:170","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:208","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:245","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:282","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:317","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:352","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:389","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:425","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:461","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:496","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:534","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:569","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:607","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:641","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:679","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:717","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:756","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:795","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:830","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:865","0.7","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:901","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:936","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:25:970","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:4","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:40","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:76","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:113","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:150","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:185","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:221","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:257","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:291","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:328","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:365","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:400","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:434","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:467","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:505","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:540","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:579","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:614","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:652","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:689","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:724","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:762","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:799","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:835","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:871","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:909","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:944","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:26:981","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:14","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:52","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:91","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:128","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:164","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:198","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:238","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:276","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:313","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:351","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:384","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:422","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:460","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:498","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:535","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:570","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:608","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:647","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:684","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:721","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:759","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:795","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:833","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:871","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:910","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:943","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:27:977","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:14","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:51","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:88","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:123","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:159","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:195","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:232","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:268","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:302","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:340","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:375","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:412","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:445","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:483","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:516","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:553","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:590","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:626","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:663","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:698","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:733","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:769","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:806","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:843","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:877","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:914","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:949","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:28:987","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:22","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:58","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:92","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:126","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:161","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:195","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:233","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:272","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:310","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:349","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:386","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:423","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:457","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:495","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:532","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:568","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:606","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:644","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:683","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:722","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:764","0.6","0.6","0.2","0.7","0.8","0.2 "
"19-04-2019 22:14:29:799","0.6","0.6","0.2","0.7","0.8","0.2 "
